model,percentile,gamma,dT_O,dT_L_x,q_L_x
INM-CM5-0,1,1.0733551602788383,1.3442688,1.4428778532818416,0.01371021382510662
INM-CM5-0,2,1.0696928379838642,1.3442688,1.4379547076851635,0.013778245076537132
INM-CM5-0,5,1.0596156969078303,1.3442688,1.4244083213434529,0.013967865146696568
INM-CM5-0,10,1.045986133114143,1.3442688,1.4060865239779892,0.014230143278837204
INM-CM5-0,15,1.0367027555893906,1.3442688,1.3936071692128436,0.014412734657526016
INM-CM5-0,25,1.024672918778632,1.3442688,1.3774358349190492,0.014654266647994518
INM-CM5-0,35,1.0189401175255075,1.3442688,1.3697294090578729,0.014771374873816967
INM-CM5-0,45,1.0210500163879646,1.3442688,1.3725656802698294,0.0147281214594841
INM-CM5-0,55,1.0322532232034871,1.3442688,1.3876258016518839,0.014501415193080902
INM-CM5-0,65,1.0555791317493826,1.3442688,1.4189820927417844,0.014044836163520813
INM-CM5-0,75,1.0991929157875435,1.3442688,1.4776107418742221,0.013243133202195168
INM-CM5-0,85,1.179734798944626,1.3442688,1.5858806824955338,0.011918432079255581
INM-CM5-0,90,1.2097251266468358,1.3442688,1.62619574432739,0.011470239609479904
INM-CM5-0,95,1.2376746898171882,1.3442688,1.663767470070924,0.011072099208831787
INM-CM5-0,98,1.2575812288666097,1.3442688,1.6905272094310428,0.01079932227730751
INM-CM5-0,99,1.2630984566151477,1.3442688,1.6979438465558967,0.010725242085754871
