model,percentile,gamma,dT_O,dT_L_x,q_L_x
CNRM-CM6-1,1,1.2350518677361229,2.0804138,2.569418949354005,0.011310046538710594
CNRM-CM6-1,2,1.23183448770242,2.0804138,2.562725467532045,0.011355238035321236
CNRM-CM6-1,5,1.2238247346020064,2.0804138,2.5460618666473516,0.011468775570392609
CNRM-CM6-1,10,1.214255123997684,2.0804138,2.526153116685493,0.011606387794017792
CNRM-CM6-1,15,1.2081777023142546,2.0804138,2.5135095647468675,0.011694913730025291
CNRM-CM6-1,25,1.204269888326526,2.0804138,2.5053796945989637,0.01175230834633112
CNRM-CM6-1,35,1.2137042320380573,2.0804138,2.5250070334503767,0.011614375747740269
CNRM-CM6-1,45,1.2377530507376713,2.0804138,2.575038527746752,0.011272286996245384
CNRM-CM6-1,55,1.2784721563627808,2.0804138,2.659751117012887,0.01072241086512804
CNRM-CM6-1,65,1.3403145635030307,2.0804138,2.7884089142526816,0.009951187297701836
CNRM-CM6-1,75,1.4229518991939833,2.0804138,2.960328767819372,0.009025271981954575
CNRM-CM6-1,85,1.5185628468652566,2.0804138,3.1592391027857665,0.008079739287495613
CNRM-CM6-1,90,1.5699291628602332,2.0804138,3.266102295436877,0.007619315758347511
CNRM-CM6-1,95,1.6259894197474503,2.0804138,3.382730827496588,0.007150017190724611
CNRM-CM6-1,98,1.6771464715139701,2.0804138,3.4891586639589707,0.006749142426997423
CNRM-CM6-1,99,1.7077265012928382,2.0804138,3.5527777799153384,0.006520981900393963
