,percentile,model,landOcean,tChange,meanChangeRg,meanChangeAll
509,95,MRI-ESM2-0,1,3.13677978515625,2.3872375,1.9578247
510,98,MRI-ESM2-0,1,3.22918701171875,2.3872375,1.9578247
511,99,MRI-ESM2-0,1,3.27520751953125,2.3872375,1.9578247
512,1,NorESM2-LM,0,1.6070556640625,1.6014099,1.7868652
513,2,NorESM2-LM,0,1.61083984375,1.6014099,1.7868652
514,5,NorESM2-LM,0,1.62451171875,1.6014099,1.7868652
515,10,NorESM2-LM,0,1.64300537109375,1.6014099,1.7868652
516,15,NorESM2-LM,0,1.658233642578125,1.6014099,1.7868652
517,25,NorESM2-LM,0,1.678955078125,1.6014099,1.7868652
518,35,NorESM2-LM,0,1.6888427734375,1.6014099,1.7868652
519,45,NorESM2-LM,0,1.691741943359375,1.6014099,1.7868652
520,55,NorESM2-LM,0,1.69195556640625,1.6014099,1.7868652
521,65,NorESM2-LM,0,1.6912841796875,1.6014099,1.7868652
522,75,NorESM2-LM,0,1.6920166015625,1.6014099,1.7868652
523,85,NorESM2-LM,0,1.69647216796875,1.6014099,1.7868652
524,90,NorESM2-LM,0,1.704376220703125,1.6014099,1.7868652
525,95,NorESM2-LM,0,1.728729248046875,1.6014099,1.7868652
526,98,NorESM2-LM,0,1.787078857421875,1.6014099,1.7868652
527,99,NorESM2-LM,0,1.866943359375,1.6014099,1.7868652
528,1,NorESM2-LM,1,2.38958740234375,2.3898315,1.7868652
529,2,NorESM2-LM,1,2.38958740234375,2.3898315,1.7868652
530,5,NorESM2-LM,1,2.3880615234375,2.3898315,1.7868652
531,10,NorESM2-LM,1,2.386077880859375,2.3898315,1.7868652
532,15,NorESM2-LM,1,2.390960693359375,2.3898315,1.7868652
533,25,NorESM2-LM,1,2.412689208984375,2.3898315,1.7868652
534,35,NorESM2-LM,1,2.4508056640625,2.3898315,1.7868652
535,45,NorESM2-LM,1,2.503631591796875,2.3898315,1.7868652
536,55,NorESM2-LM,1,2.56982421875,2.3898315,1.7868652
537,65,NorESM2-LM,1,2.653472900390625,2.3898315,1.7868652
538,75,NorESM2-LM,1,2.766204833984375,2.3898315,1.7868652
539,85,NorESM2-LM,1,2.926544189453125,2.3898315,1.7868652
540,90,NorESM2-LM,1,3.0335693359375,2.3898315,1.7868652
541,95,NorESM2-LM,1,3.161590576171875,2.3898315,1.7868652
542,98,NorESM2-LM,1,3.234283447265625,2.3898315,1.7868652
543,99,NorESM2-LM,1,3.247589111328125,2.3898315,1.7868652
544,1,UKESM1-0-LL,0,2.894378662109375,2.8931885,3.2128296
545,2,UKESM1-0-LL,0,2.89337158203125,2.8931885,3.2128296
546,5,UKESM1-0-LL,0,2.8922119140625,2.8931885,3.2128296
547,10,UKESM1-0-LL,0,2.895538330078125,2.8931885,3.2128296
548,15,UKESM1-0-LL,0,2.8978271484375,2.8931885,3.2128296
549,25,UKESM1-0-LL,0,2.90325927734375,2.8931885,3.2128296
550,35,UKESM1-0-LL,0,2.90264892578125,2.8931885,3.2128296
551,45,UKESM1-0-LL,0,2.89862060546875,2.8931885,3.2128296
552,55,UKESM1-0-LL,0,2.890411376953125,2.8931885,3.2128296
553,65,UKESM1-0-LL,0,2.883880615234375,2.8931885,3.2128296
554,75,UKESM1-0-LL,0,2.8826904296875,2.8931885,3.2128296
555,85,UKESM1-0-LL,0,2.89105224609375,2.8931885,3.2128296
556,90,UKESM1-0-LL,0,2.90478515625,2.8931885,3.2128296
557,95,UKESM1-0-LL,0,2.9420166015625,2.8931885,3.2128296
558,98,UKESM1-0-LL,0,3.005401611328125,2.8931885,3.2128296
559,99,UKESM1-0-LL,0,3.053558349609375,2.8931885,3.2128296
560,1,UKESM1-0-LL,1,4.265106201171875,4.2681885,3.2128296
561,2,UKESM1-0-LL,1,4.2623291015625,4.2681885,3.2128296
562,5,UKESM1-0-LL,1,4.2603759765625,4.2681885,3.2128296
563,10,UKESM1-0-LL,1,4.263031005859375,4.2681885,3.2128296
564,15,UKESM1-0-LL,1,4.27093505859375,4.2681885,3.2128296
565,25,UKESM1-0-LL,1,4.29473876953125,4.2681885,3.2128296
566,35,UKESM1-0-LL,1,4.325714111328125,4.2681885,3.2128296
567,45,UKESM1-0-LL,1,4.369873046875,4.2681885,3.2128296
568,55,UKESM1-0-LL,1,4.42425537109375,4.2681885,3.2128296
569,65,UKESM1-0-LL,1,4.482269287109375,4.2681885,3.2128296
570,75,UKESM1-0-LL,1,4.530426025390625,4.2681885,3.2128296
571,85,UKESM1-0-LL,1,4.530181884765625,4.2681885,3.2128296
572,90,UKESM1-0-LL,1,4.502044677734375,4.2681885,3.2128296
573,95,UKESM1-0-LL,1,4.47821044921875,4.2681885,3.2128296
574,98,UKESM1-0-LL,1,4.503997802734375,4.2681885,3.2128296
575,99,UKESM1-0-LL,1,4.537200927734375,4.2681885,3.2128296
