,model,percentile,q_L_x_hist,q_O_x_hist,q_L_x_ssp245,q_O_x_ssp245,T_L_x_hist,T_O_x_hist,T_L_x_ssp245,T_O_x_ssp245
0,CNRM-CM6-1,1,0.011310046538710594,0.015796305611729622,0.013003334403038025,0.018101345747709274,297.236328125,298.2014465332031,300.3484802246094,300.28515625
1,CNRM-CM6-1,2,0.011355238035321236,0.015845730900764465,0.013051558285951614,0.018159564584493637,297.37353515625,298.25421142578125,300.48760986328125,300.3399963378906
2,CNRM-CM6-1,5,0.011468775570392609,0.015979349613189697,0.013163077645003796,0.018316548317670822,297.66973876953125,298.3861999511719,300.7880554199219,300.4804382324219
3,CNRM-CM6-1,10,0.011606387794017792,0.01617210917174816,0.013291314244270325,0.01854204386472702,298.0494079589844,298.5668640136719,301.175537109375,300.67236328125
4,CNRM-CM6-1,15,0.011694913730025291,0.016336819157004356,0.013360826298594475,0.01873672939836979,298.3733825683594,298.7155456542969,301.5067443847656,300.83172607421875
5,CNRM-CM6-1,25,0.01175230834633112,0.016583871096372604,0.013337806798517704,0.019039690494537354,298.9437561035156,298.96319580078125,302.1031188964844,301.0927429199219
6,CNRM-CM6-1,35,0.011614375747740269,0.01674310676753521,0.013095173053443432,0.01923741027712822,299.4826965332031,299.1759033203125,302.68658447265625,301.3149108886719
7,CNRM-CM6-1,45,0.011272286996245384,0.016849331557750702,0.012656244449317455,0.01936953328549862,300.0529479980469,299.37811279296875,303.3155517578125,301.525146484375
8,CNRM-CM6-1,55,0.01072241086512804,0.016919951885938644,0.012025171890854836,0.019460953772068024,300.7069091796875,299.58563232421875,304.0409851074219,301.7389831542969
9,CNRM-CM6-1,65,0.009951187297701836,0.016962993890047073,0.011203101836144924,0.01952463947236538,301.5085754394531,299.8126220703125,304.9214782714844,301.97515869140625
10,CNRM-CM6-1,75,0.009025271981954575,0.016979368403553963,0.010271712206304073,0.019564056769013405,302.5447692871094,300.0832824707031,306.0412902832031,302.258056640625
11,CNRM-CM6-1,85,0.008079739287495613,0.01695771887898445,0.009315693750977516,0.019572937861084938,303.9578857421875,300.4560852050781,307.54205322265625,302.6505126953125
12,CNRM-CM6-1,90,0.007619315758347511,0.016921628266572952,0.008840721100568771,0.019560467451810837,304.89990234375,300.7393798828125,308.5352478027344,302.9491882324219
13,CNRM-CM6-1,95,0.007150017190724611,0.016866328194737434,0.008335030637681484,0.019533315673470497,306.1562194824219,301.2300109863281,309.8646545410156,303.4668273925781
14,CNRM-CM6-1,98,0.006749142426997423,0.016873398795723915,0.007839104160666466,0.019513605162501335,307.3651123046875,301.9539489746094,311.1443176269531,304.2232360839844
15,CNRM-CM6-1,99,0.006520981900393963,0.016909580677747726,0.007512225769460201,0.019481737166643143,308.1063232421875,302.6121520996094,311.9119567871094,304.8979187011719
