,model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop
0,GISS-E2-2-H,tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200115/tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200115/tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,1850,1890
1,GISS-E2-2-H,tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200115/tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200115/tas_day_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,1960,2000
4,GISS-E2-2-H,ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/CFday/ps/gn/v20200115/ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/CFday/ps/gn/v20200115/ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_18500101-18901231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gn,day,1850,1890
5,GISS-E2-2-H,ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/CFday/ps/gn/v20200115/ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/abrupt-4xCO2/r1i1p1f1/CFday/ps/gn/v20200115/ps_CFday_GISS-E2-2-H_abrupt-4xCO2_r1i1p1f1_gn_19600101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gn,day,1960,2000
8,GISS-E2-2-H,tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,2015,2054
9,GISS-E2-2-H,tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,2110,2150
12,GISS-E2-2-H,ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/CFday/ps/gn/v20191120/ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/CFday/ps/gn/v20191120/ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_20150101-20541231.nc,1,1,1,1,r1i1p1f1,piControl,ps,gn,day,2015,2054
13,GISS-E2-2-H,ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/CFday/ps/gn/v20191120/ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/CFday/ps/gn/v20191120/ps_CFday_GISS-E2-2-H_piControl_r1i1p1f1_gn_21100101-21501231.nc,1,1,1,1,r1i1p1f1,piControl,ps,gn,day,2110,2150
16,GISS-E2-2-H,ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_185001-187512.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/historical/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_185001-187512.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/historical/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_185001-187512.nc,1,1,1,1,r1i1p1f1,historical,ps,gn,mon,1850,1875
17,GISS-E2-2-H,ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_187601-190012.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/historical/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_187601-190012.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/historical/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_GISS-E2-2-H_historical_r1i1p1f1_gn_187601-190012.nc,1,1,1,1,r1i1p1f1,historical,ps,gn,mon,1876,1900
