model,percentile,gamma,dT_O,dT_L_x,q_L_x
GFDL-ESM4,1,1.1629097229596277,1.5941162,1.8538132285074544,0.01280470471829176
GFDL-ESM4,2,1.1590398346027224,1.5941162,1.8476441767855203,0.012867673300206661
GFDL-ESM4,5,1.1490627092297188,1.5941162,1.831739479598984,0.013031971640884876
GFDL-ESM4,10,1.1366231695918108,1.5941162,1.811909407941653,0.013240859843790531
GFDL-ESM4,15,1.127697336332798,1.5941162,1.797680592544962,0.013393584638834
GFDL-ESM4,25,1.1164499374366574,1.5941162,1.7797509317567621,0.013589509762823582
GFDL-ESM4,35,1.1136247226282934,1.5941162,1.775247211062269,0.01363934576511383
GFDL-ESM4,45,1.1200625806296893,1.5941162,1.785509904795594,0.013526150025427341
GFDL-ESM4,55,1.1383568373479944,1.5941162,1.814673075797203,0.013211473822593689
GFDL-ESM4,65,1.175144435459109,1.5941162,1.87331678190522,0.012608356773853302
GFDL-ESM4,75,1.240870579844205,1.5941162,1.9780918934330407,0.011619825847446918
GFDL-ESM4,85,1.3271792250918026,1.5941162,2.115677903022289,0.010470434091985226
GFDL-ESM4,90,1.374320731710759,1.5941162,2.1908269424159745,0.009903600439429283
GFDL-ESM4,95,1.432626411726686,1.5941162,2.28377297148138,0.009254129603505135
GFDL-ESM4,98,1.4788334759709931,1.5941162,2.357432401147671,0.00877580139786005
GFDL-ESM4,99,1.5067383357768949,1.5941162,2.401915990222988,0.00850114319473505
