model,percentile,gamma,dT_O,dT_L_x,q_L_x
INM-CM4-8,1,1.0731720824185165,1.3584595,1.4578608104962165,0.013705581426620483
INM-CM4-8,2,1.0691825365855139,1.3584595,1.4524411740586889,0.01377931423485279
INM-CM4-8,5,1.0583069266844205,1.3584595,1.4376670984702544,0.013983135111629963
INM-CM4-8,10,1.0433816392381488,1.3584595,1.4173916999486358,0.014269768260419369
INM-CM4-8,15,1.033086533281905,1.3584595,1.40340621545887,0.01447230763733387
INM-CM4-8,25,1.0190851656886493,1.3584595,1.3843859246388195,0.01475432887673378
INM-CM4-8,35,1.012287855309907,1.3584595,1.3751520537803685,0.014894056133925915
INM-CM4-8,45,1.0138665281853136,1.3584595,1.377296616945357,0.014861437492072582
INM-CM4-8,55,1.0242874860369644,1.3584595,1.3914530661380315,0.01464864145964384
INM-CM4-8,65,1.0459338033184113,1.3584595,1.4208587114890274,0.014220175333321095
INM-CM4-8,75,1.0855320744196175,1.3584595,1.4746513590500363,0.013480590656399727
INM-CM4-8,85,1.1722064313543104,1.3584595,1.5923949626343608,0.012036141008138657
INM-CM4-8,90,1.211293303981728,1.3584595,1.645492896080366,0.011452378705143929
INM-CM4-8,95,1.2435634287736124,1.3584595,1.6893305536700869,0.010998079553246498
INM-CM4-8,98,1.2576592403422147,1.3584595,1.7084791428056647,0.010806954465806484
INM-CM4-8,99,1.2577790793054207,1.3584595,1.708641939183702,0.010805347934365273
