model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2748,2748,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2749,2749,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2750,2750,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2751,2751,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2752,2752,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2753,2753,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2754,2754,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2755,2755,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2756,2756,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2757,2757,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2758,2758,4x,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2759,2759,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273601-273612.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273601-273612.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273601-273612.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2736,2736,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273701-273712.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273701-273712.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273701-273712.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2737,2737,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273801-273812.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273801-273812.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273801-273812.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2738,2738,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273901-273912.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273901-273912.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_273901-273912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2739,2739,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274001-274012.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274001-274012.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274001-274012.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2740,2740,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274101-274112.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274101-274112.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274101-274112.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2741,2741,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274201-274212.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274201-274212.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274201-274212.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2742,2742,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274301-274312.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274301-274312.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274301-274312.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2743,2743,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274401-274412.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274401-274412.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274401-274412.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2744,2744,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274501-274512.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274501-274512.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274501-274512.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2745,2745,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274601-274612.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274601-274612.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274601-274612.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2746,2746,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274701-274712.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274701-274712.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274701-274712.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2747,2747,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274801-274812.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274801-274812.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274801-274812.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2748,2748,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274901-274912.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274901-274912.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_274901-274912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2749,2749,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275001-275012.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275001-275012.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275001-275012.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2750,2750,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275101-275112.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275101-275112.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275101-275112.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2751,2751,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275201-275212.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275201-275212.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275201-275212.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2752,2752,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275301-275312.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275301-275312.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275301-275312.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2753,2753,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275401-275412.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275401-275412.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275401-275412.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2754,2754,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275501-275512.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275501-275512.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275501-275512.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2755,2755,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275601-275612.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275601-275612.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275601-275612.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2756,2756,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275701-275712.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275701-275712.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275701-275712.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2757,2757,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275801-275812.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275801-275812.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275801-275812.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2758,2758,4x,True
EC-Earth3,ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275901-275912.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275901-275912.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ps/gr/v20190712/ps_Amon_EC-Earth3_piControl_r1i1p1f1_gr_275901-275912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2759,2759,4x,True
EC-Earth3,tas_day_EC-Earth3_historical_r5i1p1f1_gr_19910101-19911231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19910101-19911231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19910101-19911231.nc,5,1,1,1,r5i1p1f1,historical,tas,gr,day,1991,1991,SSP245,True
EC-Earth3,tas_day_EC-Earth3_historical_r5i1p1f1_gr_19920101-19921231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19920101-19921231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19920101-19921231.nc,5,1,1,1,r5i1p1f1,historical,tas,gr,day,1992,1992,SSP245,True
EC-Earth3,tas_day_EC-Earth3_historical_r5i1p1f1_gr_19930101-19931231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19930101-19931231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19930101-19931231.nc,5,1,1,1,r5i1p1f1,historical,tas,gr,day,1993,1993,SSP245,True
EC-Earth3,tas_day_EC-Earth3_historical_r5i1p1f1_gr_19940101-19941231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19940101-19941231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r5i1p1f1/day/tas/gr/v20201001/tas_day_EC-Earth3_historical_r5i1p1f1_gr_19940101-19941231.nc,5,1,1,1,r5i1p1f1,historical,tas,gr,day,1994,1994,SSP245,True
