,model,percentile,q_L_x_hist,q_O_x_hist,q_L_x_ssp245,q_O_x_ssp245,T_L_x_hist,T_O_x_hist,T_L_x_ssp245,T_O_x_ssp245
0,MRI-ESM2-0,1,0.013317178934812546,0.017713015899062157,0.015122244134545326,0.019831577315926552,298.6165771484375,299.5882568359375,300.99969482421875,301.4153137207031
1,MRI-ESM2-0,2,0.013375741429626942,0.0177709199488163,0.015189041383564472,0.019896725192666054,298.7459411621094,299.6520080566406,301.13055419921875,301.4790344238281
2,MRI-ESM2-0,5,0.013535959646105766,0.017929596826434135,0.015364148654043674,0.020075399428606033,299.0478210449219,299.8114929199219,301.4342041015625,301.6399841308594
3,MRI-ESM2-0,10,0.013748442754149437,0.018164267763495445,0.015587026253342628,0.020335780456662178,299.452392578125,300.02490234375,301.84197998046875,301.8540954589844
4,MRI-ESM2-0,15,0.013914559967815876,0.018368640914559364,0.015759188681840897,0.020562175661325455,299.7982177734375,300.2037658691406,302.19403076171875,302.033935546875
5,MRI-ESM2-0,25,0.014103568159043789,0.01871899515390396,0.015939803794026375,0.02095136046409607,300.40625,300.501220703125,302.8241882324219,302.3345642089844
6,MRI-ESM2-0,35,0.01411060057580471,0.019015280529856682,0.01590491272509098,0.02128097601234913,300.97503662109375,300.7514343261719,303.4245300292969,302.5884704589844
7,MRI-ESM2-0,45,0.013883071020245552,0.01927110180258751,0.01559166144579649,0.021564317867159843,301.56304931640625,300.9775695800781,304.0599365234375,302.8153991699219
8,MRI-ESM2-0,55,0.013355233706533909,0.01949496753513813,0.014942018315196037,0.021809125319123268,302.2339782714844,301.1914978027344,304.800048828125,303.0308532714844
9,MRI-ESM2-0,65,0.012415709905326366,0.019697491079568863,0.013873724266886711,0.02202550135552883,303.0789489746094,301.4096374511719,305.7425537109375,303.25128173828125
10,MRI-ESM2-0,75,0.010996424593031406,0.01988806389272213,0.01240486092865467,0.02222267910838127,304.2564697265625,301.650634765625,307.0516662597656,303.4942321777344
11,MRI-ESM2-0,85,0.00928612519055605,0.020052434876561165,0.010744919069111347,0.022381221875548363,306.0462646484375,301.94232177734375,308.9975280761719,303.7918395996094
12,MRI-ESM2-0,90,0.008396340534090996,0.020095594227313995,0.00987081415951252,0.022417938336730003,307.31658935546875,302.1338806152344,310.34954833984375,303.99456787109375
13,MRI-ESM2-0,95,0.007479575928300619,0.020038820803165436,0.00890543032437563,0.02234681323170662,309.01953125,302.4289855957031,312.15631103515625,304.3202819824219
14,MRI-ESM2-0,98,0.006914428900927305,0.019732879474759102,0.008267523720860481,0.022001052275300026,310.5909118652344,302.8406677246094,313.8200988769531,304.79754638671875
15,MRI-ESM2-0,99,0.00664490507915616,0.019244056195020676,0.007938992232084274,0.02144099958240986,311.4849548339844,303.2366943359375,314.7601623535156,305.26568603515625
