,model,percentile,q_L_x_hist,q_O_x_hist,q_L_x_ssp245,q_O_x_ssp245,T_L_x_hist,T_O_x_hist,T_L_x_ssp245,T_O_x_ssp245
0,KACE-1-0-G,1,0.013147352263331413,0.016451166942715645,0.015336024574935436,0.01908496767282486,299.58685302734375,299.5360412597656,302.7018127441406,301.89892578125
1,KACE-1-0-G,2,0.013210531324148178,0.016505174338817596,0.015403741039335728,0.019147884100675583,299.71148681640625,299.5958251953125,302.8260498046875,301.9593811035156
2,KACE-1-0-G,5,0.01339523121714592,0.016645770519971848,0.015595217235386372,0.019311655312776566,299.9916076660156,299.74554443359375,303.1051330566406,302.1132507324219
3,KACE-1-0-G,10,0.013612426817417145,0.016842935234308243,0.0157928504049778,0.019539397209882736,300.35125732421875,299.95068359375,303.47003173828125,302.32244873046875
4,KACE-1-0-G,15,0.01373773068189621,0.01701265573501587,0.01589907333254814,0.019732646644115448,300.66339111328125,300.1248474121094,303.7918395996094,302.4995422363281
5,KACE-1-0-G,25,0.01388536673039198,0.01729423925280571,0.016000468283891678,0.020053911954164505,301.2227478027344,300.4201965332031,304.3752136230469,302.7970886230469
6,KACE-1-0-G,35,0.0138755664229393,0.017517292872071266,0.01590772531926632,0.020309025421738625,301.74371337890625,300.6743469238281,304.9276428222656,303.0529479980469
7,KACE-1-0-G,45,0.013682641088962555,0.017697958275675774,0.01565142348408699,0.020512470975518227,302.2724609375,300.90899658203125,305.4959716796875,303.2872619628906
8,KACE-1-0-G,55,0.013333926908671856,0.017855888232588768,0.01527098473161459,0.020686574280261993,302.8477783203125,301.1418762207031,306.1149597167969,303.5194091796875
9,KACE-1-0-G,65,0.012794991955161095,0.01800532266497612,0.014738491736352444,0.02084907703101635,303.5114440917969,301.3869323730469,306.8234558105469,303.7659606933594
10,KACE-1-0-G,75,0.011983091942965984,0.01815449446439743,0.013954623602330685,0.021010033786296844,304.3301696777344,301.66241455078125,307.69061279296875,304.0491027832031
11,KACE-1-0-G,85,0.010702784173190594,0.018323196098208427,0.012671501375734806,0.021188581362366676,305.4435119628906,302.0153503417969,308.87255859375,304.4194030761719
12,KACE-1-0-G,90,0.009782238863408566,0.01843937300145626,0.011679157614707947,0.021301697939634323,306.2208557128906,302.2676696777344,309.70916748046875,304.68829345703125
13,KACE-1-0-G,95,0.008407186716794968,0.01863177679479122,0.010218816809356213,0.021457700058817863,307.36541748046875,302.682861328125,310.9488525390625,305.1347351074219
14,KACE-1-0-G,98,0.006930700037628412,0.01885947771370411,0.008756909519433975,0.021559881046414375,308.60302734375,303.2471618652344,312.27508544921875,305.7578125
15,KACE-1-0-G,99,0.0060460870154201984,0.018978659063577652,0.007937359623610973,0.021546147763729095,309.389892578125,303.71893310546875,313.1009521484375,306.3027648925781
