model,percentile,gamma,dT_O,dT_L_x,q_L_x
UKESM1-0-LL,1,1.1603105688706274,2.8931885,3.3569971942849572,0.012638022191822529
UKESM1-0-LL,2,1.1559435712359418,2.8931885,3.3443626469487575,0.01270805299282074
UKESM1-0-LL,5,1.1443968437004843,2.8931885,3.3109557876305384,0.01289579551666975
UKESM1-0-LL,10,1.1302276707125998,2.8931885,3.2699616992874803,0.013131419196724892
UKESM1-0-LL,15,1.120998282208847,2.8931885,3.24325933860639,0.013288101181387901
UKESM1-0-LL,25,1.1099484287348245,2.8931885,3.2112900296086635,0.013479115441441536
UKESM1-0-LL,35,1.1058449357290685,2.8931885,3.19941785083458,0.013551022857427597
UKESM1-0-LL,45,1.1132130234719397,2.8931885,3.2207351175592462,0.013422287069261074
UKESM1-0-LL,55,1.134457509877643,2.8931885,3.282199421316633,0.013060463592410088
UKESM1-0-LL,65,1.173744220379815,2.8931885,3.3958632803443463,0.01242586225271225
UKESM1-0-LL,75,1.2435527565577318,2.8931885,3.597832534416129,0.011397164314985275
UKESM1-0-LL,85,1.366182174243096,2.8931885,3.9526225554251213,0.009844638407230377
UKESM1-0-LL,90,1.4507399903513403,2.8931885,4.197264256574608,0.008926997892558575
UKESM1-0-LL,95,1.5688727043129373,2.8931885,4.539044466082091,0.00781062338501215
UKESM1-0-LL,98,1.7074224019693833,2.8931885,4.939894858020197,0.006698139011859894
UKESM1-0-LL,99,1.811213228028868,2.8931885,5.240181282380998,0.005976258311420679
