,model,percentile,q_L_x_hist,q_O_x_hist,q_L_x_ssp245,q_O_x_ssp245,T_L_x_hist,T_O_x_hist,T_L_x_ssp245,T_O_x_ssp245
0,CNRM-ESM2-1,1,0.01132235024124384,0.016136519610881805,0.013098864816129208,0.018497789278626442,297.9082946777344,298.49700927734375,301.0723571777344,300.6121826171875
1,CNRM-ESM2-1,2,0.011365342885255814,0.016186540946364403,0.013143650256097317,0.018555955961346626,298.0490417480469,298.5493469238281,301.2145690917969,300.6667175292969
2,CNRM-ESM2-1,5,0.011471749283373356,0.016322392970323563,0.013250312767922878,0.01871347986161709,298.352783203125,298.6821594238281,301.52685546875,300.80706787109375
3,CNRM-ESM2-1,10,0.011605899780988693,0.01651805080473423,0.013378914445638657,0.018940111622214317,298.7416076660156,298.86212158203125,301.93060302734375,300.9968566894531
4,CNRM-ESM2-1,15,0.011689168401062489,0.01668541692197323,0.0134425088763237,0.019135190173983574,299.07208251953125,299.01043701171875,302.2754211425781,301.1551818847656
5,CNRM-ESM2-1,25,0.011714193969964981,0.01693718135356903,0.013385224156081676,0.019437381997704506,299.6585998535156,299.25653076171875,302.89764404296875,301.4159240722656
6,CNRM-ESM2-1,35,0.01153187733143568,0.01709819585084915,0.013110720552504063,0.01963677629828453,300.2191162109375,299.4678649902344,303.50848388671875,301.6383972167969
7,CNRM-ESM2-1,45,0.011148379184305668,0.017202984541654587,0.012654686346650124,0.019771428778767586,300.81414794921875,299.66851806640625,304.1637268066406,301.8493347167969
8,CNRM-ESM2-1,55,0.010565035976469517,0.01726989820599556,0.012028487399220467,0.019864467903971672,301.495361328125,299.874267578125,304.9097595214844,302.0645446777344
9,CNRM-ESM2-1,65,0.009793194942176342,0.017307447269558907,0.01125899888575077,0.019927553832530975,302.3216552734375,300.09954833984375,305.80047607421875,302.301025390625
10,CNRM-ESM2-1,75,0.008930732496082783,0.017316963523626328,0.010392981581389904,0.019964683800935745,303.3677978515625,300.37005615234375,306.91168212890625,302.5856628417969
11,CNRM-ESM2-1,85,0.008050162345170975,0.017289379611611366,0.009451373480260372,0.019969096407294273,304.7565612792969,300.7452392578125,308.3875427246094,302.9820556640625
12,CNRM-ESM2-1,90,0.007613697554916143,0.0172522384673357,0.00895596295595169,0.019952811300754547,305.6702575683594,301.0321350097656,309.3690490722656,303.2850036621094
13,CNRM-ESM2-1,95,0.007175935432314873,0.017208168283104897,0.008423102088272572,0.01992778852581978,306.8775939941406,301.5339660644531,310.6961669921875,303.81170654296875
14,CNRM-ESM2-1,98,0.006816456560045481,0.017231177538633347,0.007928897626698017,0.019934341311454773,308.04425048828125,302.2865905761719,311.9819030761719,304.581298828125
15,CNRM-ESM2-1,99,0.006618679501116276,0.01726442016661167,0.00760553777217865,0.019890138879418373,308.75408935546875,302.9812927246094,312.7602233886719,305.2755432128906
