,model,percentile,q_L_x_hist,q_O_x_hist,q_L_x_ssp245,q_O_x_ssp245,T_L_x_hist,T_O_x_hist,T_L_x_ssp245,T_O_x_ssp245
0,CanESM5,1,0.014110291376709938,0.02069082111120224,0.016599157825112343,0.02399447187781334,298.6592102050781,300.24005126953125,302.3908386230469,302.7359619140625
1,CanESM5,2,0.01417869795113802,0.02075662650167942,0.01667185127735138,0.02407355234026909,298.7891845703125,300.30224609375,302.5174560546875,302.80218505859375
2,CanESM5,5,0.014374577440321445,0.020929744467139244,0.016873674467206,0.024280453100800514,299.10400390625,300.45733642578125,302.82904052734375,302.96636962890625
3,CanESM5,10,0.01464639138430357,0.02117818593978882,0.017150402069091797,0.024574320763349533,299.5269470214844,300.66766357421875,303.2537841796875,303.1886291503906
4,CanESM5,15,0.014857351779937744,0.021399300545454025,0.01733379252254963,0.02483408711850643,299.88525390625,300.8471984863281,303.620849609375,303.3763732910156
5,CanESM5,25,0.015101187862455845,0.021795324981212616,0.017490701749920845,0.025296082720160484,300.51593017578125,301.1537780761719,304.2878112792969,303.6966247558594
6,CanESM5,35,0.015140164643526077,0.02215040661394596,0.017391802743077278,0.025703445076942444,301.1024169921875,301.41619873046875,304.9393005371094,303.9660949707031
7,CanESM5,45,0.014957011677324772,0.022473974153399467,0.017048902809619904,0.026068732142448425,301.7040710449219,301.65045166015625,305.6342468261719,304.2019348144531
8,CanESM5,55,0.014547896571457386,0.022774167358875275,0.016421455889940262,0.02639729157090187,302.3730163574219,301.8732604980469,306.43109130859375,304.4199523925781
9,CanESM5,65,0.013822701759636402,0.023066451773047447,0.015431449748575687,0.026700682938098907,303.1671447753906,302.1012268066406,307.40692138671875,304.6377258300781
10,CanESM5,75,0.01261831633746624,0.023366698995232582,0.014069830998778343,0.0269980076700449,304.18804931640625,302.35394287109375,308.6844177246094,304.8773193359375
11,CanESM5,85,0.011045862920582294,0.023692946881055832,0.012754661962389946,0.027303341776132584,305.62115478515625,302.6707458496094,310.4007568359375,305.1815185546875
12,CanESM5,90,0.010430164635181427,0.023868920281529427,0.012104321271181107,0.02745692804455757,306.5520324707031,302.8878173828125,311.4657287597656,305.3966369628906
13,CanESM5,95,0.009896262548863888,0.024041704833507538,0.01138229575008154,0.027578260749578476,307.7576904296875,303.2287902832031,312.8778991699219,305.7500915527344
14,CanESM5,98,0.009553138166666031,0.024049054831266403,0.010836814530193806,0.027458984404802322,308.9715576171875,303.7020568847656,314.28253173828125,306.26611328125
15,CanESM5,99,0.009394172579050064,0.023838933557271957,0.010451460257172585,0.027090858668088913,309.7276916503906,304.14471435546875,315.1235656738281,306.75927734375
