model,percentile,gamma,dT_O,dT_L_x,q_L_x
KACE-1-0-G,1,1.1546478129984663,2.361084,2.7262204769056706,0.013147352263331413
KACE-1-0-G,2,1.1508611859827975,2.361084,2.7172799324450074,0.013210531324148178
KACE-1-0-G,5,1.139932309113898,2.361084,2.6914759361318787,0.01339523121714592
KACE-1-0-G,10,1.1273432538599255,2.361084,2.6617521191966085,0.013612426817417145
KACE-1-0-G,15,1.1202060935921037,2.361084,2.644900684282818,0.01373773068189621
KACE-1-0-G,25,1.1119120244187384,2.361084,2.6253176902626922,0.01388536673039198
KACE-1-0-G,35,1.112458789715294,2.361084,2.6266086490561453,0.0138755664229393
KACE-1-0-G,45,1.12333276905098,2.361084,2.652283027681964,0.013682641088962555
KACE-1-0-G,55,1.1435366597706724,2.361084,2.6999861107979783,0.013333926908671856
KACE-1-0-G,65,1.1762320352733213,2.361084,2.7771826387712744,0.012794991955161095
KACE-1-0-G,75,1.229176005819623,2.361084,2.9021878005246187,0.011983091942965984
KACE-1-0-G,85,1.3230886996275628,2.361084,3.1239235592714443,0.010702784173190594
KACE-1-0-G,90,1.3999960450790665,2.361084,3.3055082620994627,0.009782238863408566
KACE-1-0-G,95,1.533110869196619,2.361084,3.6198035434862303,0.008407186716794968
KACE-1-0-G,98,1.7074335023138127,2.361084,4.031393923377106,0.006930700037628412
KACE-1-0-G,99,1.8322551653174635,2.361084,4.326108354748418,0.0060460870154201984
