model,percentile,gamma,dT_O,dT_L_x,q_L_x
CanESM5,1,1.3120597299519652,2.4907837,3.268056988790757,0.014110291376709938
CanESM5,2,1.307623781548291,2.4907837,3.257008000812844,0.01417869795113802
CanESM5,5,1.29508594539841,2.4907837,3.22577896289745,0.014374577440321445
CanESM5,10,1.2780807802924932,2.4907837,3.1834227748358233,0.01464639138430357
CanESM5,15,1.2651874138895645,2.4907837,3.151308187961281,0.014857351779937744
CanESM5,25,1.2506051393393447,2.4907837,3.1149868962026686,0.015101187862455845
CanESM5,35,1.248305290901941,2.4907837,3.1092584712023132,0.015140164643526077
CanESM5,45,1.2591864974007687,2.4907837,3.136361202985927,0.014957011677324772
CanESM5,55,1.2841909531383382,2.4907837,3.198641893764437,0.014547896571457386
CanESM5,65,1.3310430042185568,2.4907837,3.315340218906613,0.013822701759636402
CanESM5,75,1.4168943846972726,2.4907837,3.529177438025496,0.01261831633746624
CanESM5,85,1.5471838879430764,2.4907837,3.853700408991241,0.011045862920582294
CanESM5,90,1.604970765822501,2.4907837,3.9976350224872026,0.010430164635181427
CanESM5,95,1.6586920944943078,2.4907837,4.131443232285282,0.009896262548863888
CanESM5,98,1.6951573789304566,2.4907837,4.222270368374705,0.009553138166666031
CanESM5,99,1.7126003880856833,2.4907837,4.265717131257494,0.009394172579050064
