model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,timeStep,openDapWorking,start,stop,inspan
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1983,1983,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1984,1984,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1985,1985,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1986,1986,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1987,1987,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1988,1988,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1989,1989,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1990,1990,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1991,1991,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1992,1992,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1993,1993,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1994,1994,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19950101-19951231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19950101-19951231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19950101-19951231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1995,1995,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19960101-19961231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19960101-19961231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19960101-19961231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1996,1996,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19970101-19971231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19970101-19971231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19970101-19971231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1997,1997,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19980101-19981231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19980101-19981231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19980101-19981231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1998,1998,True
MIROC-ES2L,hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19990101-19991231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19990101-19991231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/hurs/gn/v20191129/hurs_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19990101-19991231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,hurs,day,True,1999,1999,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19760101-19761231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1976,1976,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19770101-19771231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1977,1977,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19780101-19781231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1978,1978,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19790101-19791231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19790101-19791231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19790101-19791231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1979,1979,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19800101-19801231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19800101-19801231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19800101-19801231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1980,1980,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19810101-19811231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19810101-19811231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19810101-19811231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1981,1981,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19820101-19821231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19820101-19821231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19820101-19821231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1982,1982,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19830101-19831231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1983,1983,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19840101-19841231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1984,1984,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19850101-19851231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1985,1985,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19860101-19861231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1986,1986,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19870101-19871231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1987,1987,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19880101-19881231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1988,1988,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19890101-19891231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1989,1989,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19900101-19901231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1990,1990,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19910101-19911231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1991,1991,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19920101-19921231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1992,1992,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19930101-19931231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1993,1993,True
MIROC-ES2L,huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2L/abrupt-4xCO2/r1i1p1f2/day/huss/gn/v20191129/huss_day_MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_gn_19940101-19941231.nc,1,1,1,2,r1i1p1f2,abrupt-4xCO2,huss,day,True,1994,1994,True
