model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,timeStep,openDapWorking,start,stop,inspan
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2738,2738,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2739,2739,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2740,2740,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2741,2741,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2742,2742,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2743,2743,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2744,2744,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2745,2745,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2746,2746,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2747,2747,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2748,2748,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2749,2749,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2750,2750,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2751,2751,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2752,2752,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2753,2753,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27540101-27541231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2754,2754,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27550101-27551231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2755,2755,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27560101-27561231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2756,2756,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27570101-27571231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2757,2757,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27580101-27581231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2758,2758,True
EC-Earth3,huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/huss/gr/v20200312/huss_day_EC-Earth3_piControl_r1i1p1f1_gr_27590101-27591231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,2759,2759,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27360101-27361231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27360101-27361231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27360101-27361231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2736,2736,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27370101-27371231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27370101-27371231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27370101-27371231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2737,2737,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27380101-27381231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2738,2738,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27390101-27391231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2739,2739,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27400101-27401231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2740,2740,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27410101-27411231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2741,2741,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27420101-27421231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2742,2742,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27430101-27431231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2743,2743,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27440101-27441231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2744,2744,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27450101-27451231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2745,2745,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27460101-27461231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2746,2746,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27470101-27471231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2747,2747,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27480101-27481231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2748,2748,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27490101-27491231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2749,2749,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27500101-27501231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2750,2750,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27510101-27511231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2751,2751,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27520101-27521231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2752,2752,True
EC-Earth3,tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/day/tas/gr/v20200312/tas_day_EC-Earth3_piControl_r1i1p1f1_gr_27530101-27531231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,2753,2753,True
